# File generated automatically. Size 950. Rat = True
950
164,151
523,74
873,678
302,45
580,372
157,128
111,39
714,326
59,51
963,388
589,243
771,107
220,115
858,291
41,36
363,103
610,74
423,108
2,1
119,8
410,384
807,790
939,22
437,327
276,235
317,228
191,94
176,143
649,428
390,368
44,19
414,72
599,207
333,66
58,35
815,241
723,426
398,70
307,10
756,703
835,537
812,791
957,525
118,108
774,302
50,30
63,31
29,9
990,16
35,8
949,326
877,384
133,103
486,178
341,165
272,261
680,371
262,151
704,146
228,199
411,152
784,355
633,106
554,551
397,184
684,428
755,145
367,101
587,473
491,444
918,590
544,482
649,238
568,488
686,108
395,90
836,194
710,545
332,41
683,99
209,93
863,561
684,530
51,38
168,37
172,69
465,4
527,75
586,225
640,229
289,3
897,288
215,88
176,140
453,238
212,183
484,195
673,199
813,91
236,147
723,482
284,38
913,24
249,215
997,799
220,163
875,520
402,26
57,8
178,136
125,84
615,370
286,33
41,1
646,166
63,24
370,282
501,499
729,560
69,38
590,265
718,83
250,57
809,423
802,610
876,503
965,483
502,10
502,452
249,39
305,4
49,3
253,169
367,342
24,18
861,604
649,413
603,357
728,67
739,651
318,102
554,126
569,3
294,66
393,1
136,79
767,456
330,174
675,443
251,118
990,713
368,360
56,30
945,64
595,159
760,75
620,425
393,259
215,20
950,204
122,24
137,88
454,335
846,694
332,127
266,110
859,391
543,8
296,163
519,170
873,507
888,432
132,36
756,190
792,55
999,830
607,105
212,84
766,274
293,55
588,294
237,45
936,324
336,302
96,94
466,315
310,3
98,24
777,305
709,27
780,468
65,21
273,114
997,343
606,387
233,91
178,2
737,591
16,7
828,754
993,899
722,616
760,356
879,285
56,48
419,227
138,92
881,254
411,297
785,104
958,954
602,327
409,58
501,203
279,40
743,227
606,164
689,264
554,346
745,532
347,70
94
54
986
271
1436
307
589
374
168
235
324
111
683
167
751
907
391
691
705
396
487
325
129
377
614
6
863
345
35
416
833
146
64
135
171
652
29
1683
800
918
103
855
71
269
333
161
2
955
1028
35
33
307
190
873
445
337
386
345
129
152
411
310
154
430
274
348
148
72
1050
615
285
621
368
453
323
421
423
174
789
203
692
683
266
578
568
209
207
258
431
421
689
726
363
488
187
1381
1082
224
954
219
140
231
478
922
374
291
1003
302
333
616
55
396
503
108
180
57
281
170
715
445
609
79
425
833
260
1163
240
935
936
664
110
290
12
820
882
61
514
346
446
80
374
755
69
334
301
101
850
34
657
70
754
1067
147
26
41
138
112
232
98
528
493
932
2
176
827
5
16
482
474
765
714
90
638
343
970
532
610
287
335
979
693
191
857
674
681
47
120
1008
272
597
332
911
415
1079
540
281
101
999
392
40
963
387
983
309
425
395
379
161
187
876
67
648
724
309
853
326
467
741
472
1197
138
1026
239
44
77
502
329
32
641
548
778
1214
198
971
265
36
639
255
768
714
753
32
491
355
204
551
1254
667
516
1445
208
102
339
638
1429
76
102
214
284
443
907
324
294
795
475
173
779
68
257
158
40
261
739
988
596
203
620
832
855
912
258
472
376
396
1249
690
615
61
238
380
1189
87
47
21
185
413
969
438
1416
400
639
354
555
866
744
104
181
280
388
980
378
233
90
812
612
597
178
367
1092
103
678
610
506
668
31
282
610
815
1164
72
140
326
87
446
66
153
737
400
386
834
325
1017
901
18
867
79
131
149
831
275
822
616
378
141
410
561
42
692
356
243
434
599
571
1174
733
237
236
331
758
99
400
149
414
71
518
585
399
279
864
324
129
537
535
72
1053
475
376
623
879
312
742
217
1244
618
241
589
355
616
502
227
284
221
560
192
1181
618
1071
349
627
805
278
485
646
765
257
748
1041
479
63
670
146
1429
591
232
863
322
840
536
319
607
1210
137
251
585
643
554
454
449
153
443
174
152
87
142
795
613
1120
1302
156
317
102
708
997
46
222
35
561
1057
610
168
880
235
504
798
280
1150
851
485
520
395
168
457
845
896
403
374
1023
285
474
46
212
681
35
434
162
407
667
553
1313
756
88
752
665
251
503
540
688
906
458
422
29
713
166
63
498
756
587
8
644
173
1241
281
408
978
487
109
1140
442
717
288
736
924
299
233
678
492
207
53
230
756
1363
796
278
911
602
444
748
969
33
1542
531
871
330
38
738
979
220
666
35
302
70
263
163
379
1592
1409
579
477
493
921
551
495
255
1071
534
740
438
978
636
644
397
184
655
691
566
43
130
1073
1296
133
277
31
794
693
313
26
196
728
870
94
23
1100
446
128
106
708
770
1115
957
148
909
407
305
75
380
840
211
402
580
1128
178
142
342
811
390
233
343
133
163
1169
13
614
1301
780
586
90
753
1001
415
604
469
288
15
469
498
352
127
530
193
513
689
555
40
682
317
102
65
97
756
28
285
1068
166
793
782
165
782
1005
310
2
974
272
737
746
464
796
256
845
355
340
591
97
95
164
240
1028
378
494
1625
224
275
55
1171
283
830
524
542
382
132
556
48
500
33
36
571
34
952
573
1066
446
489
593
276
174
977
55
1110
392
259
248
582
352
249
465
376
835
282
729
343
212
261
27
16
613
703
120
714
404
779
242
169
983
757
727
566
497
878
465
588
643
199
992
468
751
1456
90
844
273
275
247
1086
172
80
136
505
318
385
613
442
206
956
624
85
217
81
146
214
325
319
115
361
283
173
300
545
74
652
752
1106
182
988
878
57
667
348
212
767
175
305
395
912
401
101
461
272
65
373
142
388
317
1449
263
904
787
1096
697
442
401
787
255
54
515
663
145
457
848
584
181
1028
16
80
820
561
311
493
399
1072
432
860
464
490
209
554
517
113
768
954
588
149
822
535
285
1186
736
398
757
257
237
898
663
1053
1162
811
277
622
761
393
656
170
498
149
629
78
490
249
358
231
472
522
1202
1013
765
376
391
465
23
30
586
9
131
374
439
144
112
179
388
1362
254
632
21
453
872
1055
617
410
331
109
185
934
421
1497
1077
1327
186
664
687
993
18
675
540
681
204
666
2
303
106
153
350
46
425
584
355
580
929
105
1321
729
785
509
463
1151
19
253
574
229
632
486
675
206
26
382
33
530
999
440
366
5
952
1120
461
